gene_id	protein_id	go_id	go_name	go_type	ontology
gene_176	1978736	GO:0005956	protein kinase CK2 complex	cellular_component	CC
gene_176	1978736	GO:0008605	protein kinase CK2 regulator activity	molecular_function	MF
gene_177	1978737	GO:0005622	intracellular	cellular_component	CC
gene_177	1978737	GO:0006396	RNA processing	biological_process	BP
gene_177	1978737	GO:0000398	nuclear mRNA splicing, via spliceosome	biological_process	BP
gene_177	1978737	GO:0005634	nucleus	cellular_component	CC
gene_181	1978741	GO:0004722	protein serine/threonine phosphatase activity	molecular_function	MF
gene_181	1978741	GO:0006470	protein amino acid dephosphorylation	biological_process	BP
gene_181	1978741	GO:0008287	protein serine/threonine phosphatase complex	cellular_component	CC
gene_181	1978741	GO:0003824	catalytic activity	molecular_function	MF
gene_181	1978741	GO:0004721	phosphoprotein phosphatase activity	molecular_function	MF
gene_181	1978741	GO:0004723	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	MF
gene_181	1978741	GO:0004724	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	MF
gene_181	1978741	GO:0005963	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	CC
gene_181	1978741	GO:0008420	CTD phosphatase activity	molecular_function	MF
gene_181	1978741	GO:0008597	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	MF
gene_181	1978741	GO:0017018	myosin phosphatase activity	molecular_function	MF
gene_181	1978741	GO:0017020	myosin phosphatase regulator activity	molecular_function	MF
gene_181	1978741	GO:0017023	myosin phosphatase complex	cellular_component	CC
gene_183	1978743	GO:0000213	tRNA-intron endonuclease activity	molecular_function	MF
gene_183	1978743	GO:0000214	tRNA-intron endonuclease complex	cellular_component	CC
gene_183	1978743	GO:0006388	tRNA splicing	biological_process	BP
gene_184	1978744	GO:0008270	zinc ion binding	molecular_function	MF
gene_184	1978744	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_184	1978744	GO:0000252	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	MF
gene_184	1978744	GO:0000253	3-keto sterol reductase activity	molecular_function	MF
gene_184	1978744	GO:0004033	aldo-keto reductase activity	molecular_function	MF
gene_184	1978744	GO:0004448	isocitrate dehydrogenase activity	molecular_function	MF
gene_184	1978744	GO:0004495	mevaldate reductase activity	molecular_function	MF
gene_184	1978744	GO:0008875	gluconate dehydrogenase activity	molecular_function	MF
gene_184	1978744	GO:0016229	steroid dehydrogenase activity	molecular_function	MF
gene_184	1978744	GO:0018451	epoxide dehydrogenase activity	molecular_function	MF
gene_184	1978744	GO:0018452	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	MF
gene_184	1978744	GO:0018453	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	MF
gene_184	1978744	GO:0032442	phenylcoumaran benzylic ether reductase activity	molecular_function	MF
gene_184	1978744	GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	MF
gene_184	1978744	GO:0033765	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	MF
gene_184	1978744	GO:0043713	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	MF
gene_184	1978744	GO:0048258	3-ketoglucose-reductase activity	molecular_function	MF
gene_184	1978744	GO:0051990	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	MF
gene_185	1978745	GO:0003676	nucleic acid binding	molecular_function	MF
gene_185	1978745	GO:0005622	intracellular	cellular_component	CC
gene_185	1978745	GO:0008270	zinc ion binding	molecular_function	MF
gene_187	1978747	GO:0016021	integral to membrane	cellular_component	CC
gene_187	1978747	GO:0016758	transferase activity, transferring hexosyl groups	molecular_function	MF
gene_189	1978749	GO:0004197	cysteine-type endopeptidase activity	molecular_function	MF
gene_192	1978752	GO:0005338	nucleotide-sugar transmembrane transporter activity	molecular_function	MF
gene_192	1978752	GO:0015780	nucleotide-sugar transport	biological_process	BP
gene_192	1978752	GO:0016021	integral to membrane	cellular_component	CC
gene_193	1978753	GO:0008152	metabolic process	biological_process	BP
gene_193	1978753	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_193	1978753	GO:0004303	estradiol 17-beta-dehydrogenase activity	molecular_function	MF
gene_194	1978754	GO:0005525	GTP binding	molecular_function	MF
gene_194	1978754	GO:0005622	intracellular	cellular_component	CC
gene_194	1978754	GO:0006886	intracellular protein transport	biological_process	BP
gene_194	1978754	GO:0050800	hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement	molecular_function	MF
gene_197	1978757	GO:0003824	catalytic activity	molecular_function	MF
gene_197	1978757	GO:0008152	metabolic process	biological_process	BP
gene_199	1978759	GO:0006629	lipid metabolic process	biological_process	BP
gene_199	1978759	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	MF
gene_200	1978760	GO:0005737	cytoplasm	cellular_component	CC
gene_200	1978760	GO:0006629	lipid metabolic process	biological_process	BP
gene_200	1978760	GO:0016021	integral to membrane	cellular_component	CC
gene_200	1978760	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	MF
gene_201	1978761	GO:0000907	sulfonate dioxygenase activity	molecular_function	MF
gene_201	1978761	GO:0010302	2-oxoglutarate-dependent dioxygenase activity	molecular_function	MF
gene_201	1978761	GO:0018602	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	MF
gene_201	1978761	GO:0019798	procollagen-proline dioxygenase activity	molecular_function	MF
gene_201	1978761	GO:0043734	DNA-N1-methyladenine dioxygenase activity	molecular_function	MF
gene_203	1978763	GO:0005525	GTP binding	molecular_function	MF
gene_205	1978765	GO:0007242	intracellular signaling cascade	biological_process	BP
gene_207	1978767	GO:0003676	nucleic acid binding	molecular_function	MF
gene_207	1978767	GO:0005634	nucleus	cellular_component	CC
gene_209	1978769	GO:0003676	nucleic acid binding	molecular_function	MF
gene_209	1978769	GO:0005622	intracellular	cellular_component	CC
gene_209	1978769	GO:0008270	zinc ion binding	molecular_function	MF
gene_210	1978770	GO:0008061	chitin binding	molecular_function	MF
gene_210	1978770	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_210	1978770	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	MF
gene_210	1978770	GO:0003824	catalytic activity	molecular_function	MF
gene_210	1978770	GO:0004099	chitin deacetylase activity	molecular_function	MF
gene_216	1978776	GO:0000786	nucleosome	cellular_component	CC
gene_216	1978776	GO:0003677	DNA binding	molecular_function	MF
gene_216	1978776	GO:0005634	nucleus	cellular_component	CC
gene_216	1978776	GO:0006334	nucleosome assembly	biological_process	BP
gene_217	1978777	GO:0008654	phospholipid biosynthetic process	biological_process	BP
gene_217	1978777	GO:0016020	membrane	cellular_component	CC
gene_217	1978777	GO:0016780	phosphotransferase activity, for other substituted phosphate groups	molecular_function	MF
gene_217	1978777	GO:0008808	cardiolipin synthase activity	molecular_function	MF
gene_217	1978777	GO:0018421	UDP-N-acetylglucosamine:serine-protein N-acetylglucosamine-1-phosphotransferase activity	molecular_function	MF
gene_217	1978777	GO:0018422	GDP-mannose:serine-protein mannose-1-phosphotransferase activity	molecular_function	MF
gene_217	1978777	GO:0043761	archaetidylserine synthase activity	molecular_function	MF
gene_217	1978777	GO:0043788	cardiolipin synthetase 2 activity	molecular_function	MF
gene_218	1978778	GO:0008033	tRNA processing	biological_process	BP
gene_218	1978778	GO:0050660	FAD binding	molecular_function	MF
gene_220	1978780	GO:0003824	catalytic activity	molecular_function	MF
gene_220	1978780	GO:0008152	metabolic process	biological_process	BP
gene_220	1978780	GO:0005634	nucleus	cellular_component	CC
gene_220	1978780	GO:0006281	DNA repair	biological_process	BP
gene_220	1978780	GO:0008081	phosphoric diester hydrolase activity	molecular_function	MF
gene_220	1978780	GO:0004112	cyclic-nucleotide phosphodiesterase activity	molecular_function	MF
gene_220	1978780	GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	molecular_function	MF
gene_220	1978780	GO:0004117	calmodulin-dependent cyclic-nucleotide phosphodiesterase activity	molecular_function	MF
gene_220	1978780	GO:0004118	cGMP-stimulated cyclic-nucleotide phosphodiesterase activity	molecular_function	MF
gene_220	1978780	GO:0004119	cGMP-inhibited cyclic-nucleotide phosphodiesterase activity	molecular_function	MF
gene_220	1978780	GO:0004120	photoreceptor cyclic-nucleotide phosphodiesterase activity	molecular_function	MF
gene_220	1978780	GO:0004434	inositol or phosphatidylinositol phosphodiesterase activity	molecular_function	MF
gene_220	1978780	GO:0005966	cyclic-nucleotide phosphodiesterase complex	cellular_component	CC
gene_222	1978782	GO:0005515	protein binding	molecular_function	MF
gene_222	1978782	GO:0008270	zinc ion binding	molecular_function	MF
gene_223	1978783	GO:0005787	signal peptidase complex	cellular_component	CC
gene_223	1978783	GO:0005792	microsome	cellular_component	CC
gene_223	1978783	GO:0006465	signal peptide processing	biological_process	BP
gene_223	1978783	GO:0009003	signal peptidase activity	molecular_function	MF
gene_223	1978783	GO:0016021	integral to membrane	cellular_component	CC
gene_223	1978783	GO:0008234	cysteine-type peptidase activity	molecular_function	MF
gene_224	1978784	GO:0016020	membrane	cellular_component	CC
gene_224	1978784	GO:0030001	metal ion transport	biological_process	BP
gene_224	1978784	GO:0046873	metal ion transmembrane transporter activity	molecular_function	MF
gene_225	1978785	GO:0006626	protein targeting to mitochondrion	biological_process	BP
gene_225	1978785	GO:0042719	mitochondrial intermembrane space protein transporter complex	cellular_component	CC
gene_225	1978785	GO:0045039	protein import into mitochondrial inner membrane	biological_process	BP
gene_228	1978788	GO:0043874	acireductone synthase activity	molecular_function	MF
gene_229	1978789	GO:0004672	protein kinase activity	molecular_function	MF
gene_229	1978789	GO:0005524	ATP binding	molecular_function	MF
gene_229	1978789	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_229	1978789	GO:0004674	protein serine/threonine kinase activity	molecular_function	MF
gene_231	1978791	GO:0006100	tricarboxylic acid cycle intermediate metabolic process	biological_process	BP
gene_231	1978791	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_231	1978791	GO:0006108	malate metabolic process	biological_process	BP
gene_231	1978791	GO:0016615	malate dehydrogenase activity	molecular_function	MF
gene_231	1978791	GO:0006096	glycolysis	biological_process	BP
gene_231	1978791	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	MF
gene_231	1978791	GO:0044262	cellular carbohydrate metabolic process	biological_process	BP
gene_231	1978791	GO:0030060	L-malate dehydrogenase activity	molecular_function	MF
gene_231	1978791	GO:0003824	catalytic activity	molecular_function	MF
gene_231	1978791	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_234	1978794	GO:0050046	lathosterol oxidase activity	molecular_function	MF
gene_237	1978797	GO:0004842	ubiquitin-protein ligase activity	molecular_function	MF
gene_237	1978797	GO:0051438	regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_237	1978797	GO:0051440	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	BP
gene_237	1978797	GO:0051443	positive regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_237	1978797	GO:0051444	negative regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_239	1978799	GO:0004637	phosphoribosylamine-glycine ligase activity	molecular_function	MF
gene_239	1978799	GO:0009113	purine base biosynthetic process	biological_process	BP
gene_239	1978799	GO:0003824	catalytic activity	molecular_function	MF
gene_239	1978799	GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	molecular_function	MF
gene_239	1978799	GO:0005737	cytoplasm	cellular_component	CC
gene_239	1978799	GO:0006189	'de novo' IMP biosynthetic process	biological_process	BP
gene_239	1978799	GO:0005524	ATP binding	molecular_function	MF
gene_243	1978803	GO:0003676	nucleic acid binding	molecular_function	MF
gene_245	1978805	GO:0005509	calcium ion binding	molecular_function	MF
gene_246	1978806	GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	molecular_function	MF
gene_246	1978806	GO:0005524	ATP binding	molecular_function	MF
gene_246	1978806	GO:0006094	gluconeogenesis	biological_process	BP
gene_246	1978806	GO:0004611	phosphoenolpyruvate carboxykinase activity	molecular_function	MF
gene_246	1978806	GO:0017076	purine nucleotide binding	molecular_function	MF
gene_249	1978809	GO:0008270	zinc ion binding	molecular_function	MF
gene_249	1978809	GO:0008766	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	MF
gene_249	1978809	GO:0018169	ribosomal S6-glutamic acid ligase activity	molecular_function	MF
gene_249	1978809	GO:0043773	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	MF
gene_249	1978809	GO:0043774	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	MF
gene_252	1978812	GO:0008270	zinc ion binding	molecular_function	MF
gene_252	1978812	GO:0016787	hydrolase activity	molecular_function	MF
gene_252	1978812	GO:0003824	catalytic activity	molecular_function	MF
gene_256	1978816	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_257	1978817	GO:0004411	homogentisate 1,2-dioxygenase activity	molecular_function	MF
gene_257	1978817	GO:0006559	L-phenylalanine catabolic process	biological_process	BP
gene_257	1978817	GO:0006570	tyrosine metabolic process	biological_process	BP
gene_260	1978820	GO:0000166	nucleotide binding	molecular_function	MF
gene_260	1978820	GO:0017111	nucleoside-triphosphatase activity	molecular_function	MF
gene_260	1978820	GO:0005524	ATP binding	molecular_function	MF
gene_261	1978821	GO:0004842	ubiquitin-protein ligase activity	molecular_function	MF
gene_261	1978821	GO:0051438	regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_261	1978821	GO:0051440	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	BP
gene_261	1978821	GO:0051443	positive regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_261	1978821	GO:0051444	negative regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_265	1978825	GO:0003824	catalytic activity	molecular_function	MF
gene_265	1978825	GO:0006464	protein modification process	biological_process	BP
