gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_111	1978671	1978925	jgi.p|Ophnu1|1978671	Ophnu1	OphioH327chr_1	472762	474627	-	prediction	649	4	GO:0003677; GO:0005634; GO:0006350; GO:0008270	DNA binding; nucleus; transcription; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_112	1978672	1978926	jgi.p|Ophnu1|1978672	Ophnu1	OphioH327chr_1	476946	477924	-	prediction	657	2	GO:0000398; GO:0005681	nuclear mRNA splicing, via spliceosome; spliceosome	biological_process; cellular_component	0									yes	no
gene_113	1978673	1978927	jgi.p|Ophnu1|1978673	Ophnu1	OphioH327chr_1	478222	479166	+	prediction	663	3	GO:0000175; GO:0003723; GO:0006396	3'-5'-exoribonuclease activity; RNA binding; RNA processing	biological_process; molecular_function	0									yes	no
gene_114	1978674	1978928	jgi.p|Ophnu1|1978674	Ophnu1	OphioH327chr_1	479462	480273	-	prediction	667	4	GO:0005525; GO:0005622; GO:0006886; GO:0050800	GTP binding; hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement; intracellular; intracellular protein transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_115	1978675	1978929	jgi.p|Ophnu1|1978675	Ophnu1	OphioH327chr_1	482735	483151	+	prediction	673	0				0									no	no
gene_116	1978676	1978930	jgi.p|Ophnu1|1978676	Ophnu1	OphioH327chr_1	484152	484487	+	prediction	677	0				0									no	no
gene_117	1978677	1978931	jgi.p|Ophnu1|1978677	Ophnu1	OphioH327chr_1	484645	486042	-	prediction	681	0				0									no	no
gene_118	1978678	1978932	jgi.p|Ophnu1|1978678	Ophnu1	OphioH327chr_1	487438	488100	+	prediction	687	3	GO:0006810; GO:0016021; GO:0016192	integral to membrane; transport; vesicle-mediated transport	biological_process; cellular_component	0									yes	no
gene_119	1978679	1978933	jgi.p|Ophnu1|1978679	Ophnu1	OphioH327chr_1	488654	490525	-	prediction	691	0				0									no	no
gene_120	1978680	1978934	jgi.p|Ophnu1|1978680	Ophnu1	OphioH327chr_1	493147	494244	+	prediction	695	5	GO:0003676; GO:0006479; GO:0008168; GO:0008276; GO:0032259	methylation; methyltransferase activity; nucleic acid binding; protein amino acid methylation; protein methyltransferase activity	biological_process; molecular_function	0									yes	no
gene_121	1978681	1978935	jgi.p|Ophnu1|1978681	Ophnu1	OphioH327chr_1	494356	497463	-	prediction	701	8	GO:0000166; GO:0004812; GO:0004823; GO:0005524; GO:0005737; GO:0006412; GO:0006418; GO:0006429	aminoacyl-tRNA ligase activity; ATP binding; cytoplasm; leucine-tRNA ligase activity; leucyl-tRNA aminoacylation; nucleotide binding; translation; tRNA aminoacylation for protein translation	biological_process; cellular_component; molecular_function	2	6.1.1.4	Leucine--tRNA ligase.	ATP + L-leucine + tRNA(Leu) = AMP + diphosphate + L-leucyl-tRNA(Leu).	\N	\N	Aminoacyl-tRNA biosynthesis; Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism; TRANSLATION	METABOLIC; REGULATORY	yes	yes
gene_122	1978682	1978936	jgi.p|Ophnu1|1978682	Ophnu1	OphioH327chr_1	497907	498829	+	prediction	705	0				0									no	no
gene_123	1978683	1978937	jgi.p|Ophnu1|1978683	Ophnu1	OphioH327chr_1	500540	502567	+	prediction	711	3	GO:0006865; GO:0015171; GO:0016020	amino acid transmembrane transporter activity; amino acid transport; membrane	biological_process; cellular_component; molecular_function	0									yes	no
gene_124	1978684	1978938	jgi.p|Ophnu1|1978684	Ophnu1	OphioH327chr_1	502809	504102	-	prediction	715	0				0									no	no
gene_125	1978685	1978939	jgi.p|Ophnu1|1978685	Ophnu1	OphioH327chr_1	504431	505981	+	prediction	721	3	GO:0004128; GO:0006118; GO:0016491	cytochrome-b5 reductase activity; electron transport; oxidoreductase activity	biological_process; molecular_function	1	1.6.2.2	Cytochrome-b5 reductase.	NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.	FAD.	Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.	\N	\N	\N	yes	yes
gene_126	1978686	1978940	jgi.p|Ophnu1|1978686	Ophnu1	OphioH327chr_1	506534	518647	-	prediction	725	2	GO:0005488; GO:0016773	binding; phosphotransferase activity, alcohol group as acceptor	molecular_function	0									yes	no
gene_127	1978687	1978941	jgi.p|Ophnu1|1978687	Ophnu1	OphioH327chr_1	520356	521630	-	prediction	733	0				0									no	no
gene_128	1978688	1978942	jgi.p|Ophnu1|1978688	Ophnu1	OphioH327chr_1	526710	531350	-	prediction	737	8	GO:0000166; GO:0005524; GO:0006810; GO:0015412; GO:0016021; GO:0016887; GO:0017111; GO:0042626	ATP binding; ATPase activity; ATPase activity, coupled to transmembrane movement of substances; integral to membrane; molybdate transmembrane-transporting ATPase activity; nucleoside-triphosphatase activity; nucleotide binding; transport	biological_process; cellular_component; molecular_function	1	3.6.3.29	Molybdate-transporting ATPase.	ATP + H(2)O + molybdate(Out) = ADP + phosphate + molybdate(In).	\N	\N	\N	\N	\N	yes	yes
gene_129	1978689	1978943	jgi.p|Ophnu1|1978689	Ophnu1	OphioH327chr_1	534896	537810	-	prediction	741	7	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270; GO:0008869	DNA binding; galactonate dehydratase activity; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	1	4.2.1.6	Galactonate dehydratase.	D-galactonate = 2-dehydro-3-deoxy-D-galactonate + H(2)O.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC	yes	yes
gene_130	1978690	1978944	jgi.p|Ophnu1|1978690	Ophnu1	OphioH327chr_1	538735	542349	+	prediction	751	4	GO:0003676; GO:0003677; GO:0004386; GO:0005524	ATP binding; DNA binding; helicase activity; nucleic acid binding	molecular_function	0									yes	no
gene_131	1978691	1978945	jgi.p|Ophnu1|1978691	Ophnu1	OphioH327chr_1	542992	548213	-	prediction	755	3	GO:0003824; GO:0008152; GO:0050033	catalytic activity; L-rhamnono-1,4-lactonase activity; metabolic process	biological_process; molecular_function	1	3.1.1.65	L-rhamnono-1,4-lactonase.	L-rhamnono-1,4-lactone + H(2)O = L-rhamnonate.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	yes	yes
gene_132	1978692	1978946	jgi.p|Ophnu1|1978692	Ophnu1	OphioH327chr_1	548862	550262	-	prediction	761	0				0									no	no
gene_133	1978693	1978947	jgi.p|Ophnu1|1978693	Ophnu1	OphioH327chr_1	550702	552186	+	prediction	765	0				0									no	no
gene_134	1978694	1978948	jgi.p|Ophnu1|1978694	Ophnu1	OphioH327chr_1	552344	553942	-	prediction	769	3	GO:0015205; GO:0015931; GO:0016020	membrane; nucleobase transmembrane transporter activity; nucleobase, nucleoside, nucleotide and nucleic acid transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_135	1978695	1978949	jgi.p|Ophnu1|1978695	Ophnu1	OphioH327chr_1	556458	557636	+	prediction	773	0				0									no	no
gene_136	1978696	1978950	jgi.p|Ophnu1|1978696	Ophnu1	OphioH327chr_1	562772	564913	+	prediction	779	6	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0043565; GO:0046983	DNA binding; nucleus; protein dimerization activity; regulation of transcription, DNA-dependent; sequence-specific DNA binding; transcription factor activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_137	1978697	1978951	jgi.p|Ophnu1|1978697	Ophnu1	OphioH327chr_1	566533	568270	+	prediction	785	0				0									no	no
gene_138	1978698	1978952	jgi.p|Ophnu1|1978698	Ophnu1	OphioH327chr_1	568652	569404	-	prediction	793	0				0									no	no
gene_139	1978699	1978953	jgi.p|Ophnu1|1978699	Ophnu1	OphioH327chr_1	570317	571080	-	prediction	797	0				0									no	no
gene_140	1978700	1978954	jgi.p|Ophnu1|1978700	Ophnu1	OphioH327chr_1	571767	572738	+	prediction	805	3	GO:0003676; GO:0005634; GO:0008270	nucleic acid binding; nucleus; zinc ion binding	cellular_component; molecular_function	0									yes	no
gene_141	1978701	1978955	jgi.p|Ophnu1|1978701	Ophnu1	OphioH327chr_1	573694	577617	-	prediction	815	0				0									no	no
gene_142	1978702	1978956	jgi.p|Ophnu1|1978702	Ophnu1	OphioH327chr_1	588199	588411	+	prediction	819	0				0									no	no
gene_143	1978703	1978957	jgi.p|Ophnu1|1978703	Ophnu1	OphioH327chr_1	589171	589938	-	prediction	823	1	GO:0003824	catalytic activity	molecular_function	0									yes	no
gene_144	1978704	1978958	jgi.p|Ophnu1|1978704	Ophnu1	OphioH327chr_1	594212	595126	+	prediction	827	0				0									no	no
gene_145	1978705	1978959	jgi.p|Ophnu1|1978705	Ophnu1	OphioH327chr_1	596098	597219	-	prediction	831	4	GO:0005525; GO:0005622; GO:0007264; GO:0015031	GTP binding; intracellular; protein transport; small GTPase mediated signal transduction	biological_process; cellular_component; molecular_function	0									yes	no
gene_146	1978706	1978960	jgi.p|Ophnu1|1978706	Ophnu1	OphioH327chr_1	598170	599108	-	prediction	835	0				0									no	no
gene_147	1978707	1978961	jgi.p|Ophnu1|1978707	Ophnu1	OphioH327chr_1	599500	600183	+	prediction	839	0				0									no	no
gene_148	1978708	1978962	jgi.p|Ophnu1|1978708	Ophnu1	OphioH327chr_1	600350	602217	-	prediction	849	0				0									no	no
gene_149	1978709	1978963	jgi.p|Ophnu1|1978709	Ophnu1	OphioH327chr_1	603097	605435	+	prediction	861	4	GO:0003747; GO:0003924; GO:0005525; GO:0006415	GTP binding; GTPase activity; translation release factor activity; translational termination	biological_process; molecular_function	0									yes	no
gene_150	1978710	1978964	jgi.p|Ophnu1|1978710	Ophnu1	OphioH327chr_1	605689	606707	-	prediction	867	4	GO:0005737; GO:0006629; GO:0016021; GO:0016627	cytoplasm; integral to membrane; lipid metabolic process; oxidoreductase activity, acting on the CH-CH group of donors	biological_process; cellular_component; molecular_function	0									yes	no
gene_151	1978711	1978965	jgi.p|Ophnu1|1978711	Ophnu1	OphioH327chr_1	607580	616245	-	prediction	875	7	GO:0003676; GO:0003677; GO:0004386; GO:0005515; GO:0005524; GO:0005634; GO:0008270	ATP binding; DNA binding; helicase activity; nucleic acid binding; nucleus; protein binding; zinc ion binding	cellular_component; molecular_function	0									yes	no
gene_152	1978712	1978966	jgi.p|Ophnu1|1978712	Ophnu1	OphioH327chr_1	617046	619412	+	prediction	883	50	GO:0000179; GO:0003723; GO:0003880; GO:0006396; GO:0008169; GO:0008170; GO:0008171; GO:0008172; GO:0008173; GO:0008174; GO:0008175; GO:0008276; GO:0008326; GO:0008425; GO:0008649; GO:0008650; GO:0009008; GO:0009383; GO:0016205; GO:0016273; GO:0016274; GO:0016278; GO:0016279; GO:0016300; GO:0016423; GO:0016424; GO:0016426; GO:0016427; GO:0016431; GO:0016433; GO:0016434; GO:0016435; GO:0016436; GO:0018423; GO:0018707; GO:0019702; GO:0030792; GO:0043770; GO:0043776; GO:0043777; GO:0043780; GO:0043782; GO:0043790; GO:0043791; GO:0043803; GO:0043827; GO:0043833; GO:0043834; GO:0043851; GO:0043852	1-phenanthrol methyltransferase activity; 2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity; arginine N-methyltransferase activity; C-methyltransferase activity; C-terminal protein carboxyl methyltransferase activity; cobalt-precorrin-3 C17-methyltransferase activity; cobalt-precorrin-5B C1-methyltransferase activity; cobalt-precorrin-6B C5-methyltransferase activity; cobalt-precorrin-7 C15-methyltransferase activity; demethylmenaquinone methyltransferase activity; dimethyladenosine transferase activity; dimethylamine methyltransferase activity; DNA-methyltransferase activity; hydroxyneurosporene-O-methyltransferase activity; lysine N-methyltransferase activity; methanol-specific methylcobalamin:coenzyme M methyltransferase activity; methylamine-specific methylcobalamin:coenzyme M methyltransferase activity; methylarsonite methyltransferase activity; monomethylamine methyltransferase activity; mRNA methyltransferase activity; N-methyltransferase activity; O-methyltransferase activity; protein methyltransferase activity; protein-arginine N5-methyltransferase activity; protein-arginine N-methyltransferase activity; protein-leucine O-methyltransferase activity; protein-lysine N-methyltransferase activity; RNA binding; RNA methyltransferase activity; RNA processing; rRNA (adenine) methyltransferase activity; rRNA (adenine-N6,N6-)-dimethyltransferase activity; rRNA (cytosine) methyltransferase activity; rRNA (cytosine-C5-967)-methyltransferase activity; rRNA (guanine) methyltransferase activity; rRNA (uridine) methyltransferase activity; rRNA (uridine-2'-O-)-methyltransferase activity; rRNA methyltransferase activity; S-methyltransferase activity; selenocysteine methyltransferase activity; site-specific DNA-methyltransferase (cytosine-specific) activity; trimethylamine methyltransferase activity; tRNA (adenine)-methyltransferase activity; tRNA (adenine-57, 58-N(1)-) methyltransferase activity; tRNA (cytosine)-methyltransferase activity; tRNA (guanine) methyltransferase activity; tRNA (guanosine) methyltransferase activity; tRNA (uracil) methyltransferase activity; tRNA (uridine) methyltransferase activity; tRNA methyltransferase activity	biological_process; molecular_function	8	2.1.1.-	Methyltransferases.	\N	\N	\N	Aminophosphonate metabolism; Androgen and estrogen metabolism; Histidine metabolism; Porphyrin and chlorophyll metabolism; Selenoamino acid metabolism; Tryptophan metabolism; Tyrosine metabolism; Ubiquinone biosynthesis	Amino Acid Metabolism; Lipid Metabolism; Metabolism of Cofactors and Vitamins; Metabolism of Other Amino Acids	METABOLIC	yes	yes
gene_153	1978713	1978967	jgi.p|Ophnu1|1978713	Ophnu1	OphioH327chr_1	621336	623183	+	prediction	887	0				0									no	no
gene_154	1978714	1978968	jgi.p|Ophnu1|1978714	Ophnu1	OphioH327chr_1	623888	624352	-	prediction	891	2	GO:0003677; GO:0043565	DNA binding; sequence-specific DNA binding	molecular_function	0									yes	no
gene_155	1978715	1978969	jgi.p|Ophnu1|1978715	Ophnu1	OphioH327chr_1	625447	627417	+	prediction	895	0				0									no	no
gene_156	1978716	1978970	jgi.p|Ophnu1|1978716	Ophnu1	OphioH327chr_1	629730	630266	+	prediction	899	2	GO:0008152; GO:0016846	carbon-sulfur lyase activity; metabolic process	biological_process; molecular_function	0									yes	no
gene_157	1978717	1978971	jgi.p|Ophnu1|1978717	Ophnu1	OphioH327chr_1	630943	632334	-	prediction	907	0				0									no	no
gene_158	1978718	1978972	jgi.p|Ophnu1|1978718	Ophnu1	OphioH327chr_1	633113	636171	-	prediction	911	1	GO:0006886	intracellular protein transport	biological_process	0									yes	no
gene_159	1978719	1978973	jgi.p|Ophnu1|1978719	Ophnu1	OphioH327chr_1	637980	641512	-	prediction	921	0				0									no	no
gene_160	1978720	1978974	jgi.p|Ophnu1|1978720	Ophnu1	OphioH327chr_1	645690	650967	-	prediction	927	1	GO:0005515	protein binding	molecular_function	0									yes	no
gene_161	1978721	1978975	jgi.p|Ophnu1|1978721	Ophnu1	OphioH327chr_1	657150	658754	+	prediction	935	4	GO:0004427; GO:0005488; GO:0005743; GO:0006810	binding; inorganic diphosphatase activity; mitochondrial inner membrane; transport	biological_process; cellular_component; molecular_function	1	3.6.1.1	Inorganic pyrophosphatase.	Diphosphate + H(2)O = 2 phosphate.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC	yes	yes
gene_162	1978722	1978976	jgi.p|Ophnu1|1978722	Ophnu1	OphioH327chr_1	659049	665037	-	prediction	955	3	GO:0003676; GO:0003723; GO:0005515	nucleic acid binding; protein binding; RNA binding	molecular_function	0									yes	no
gene_163	1978723	1978977	jgi.p|Ophnu1|1978723	Ophnu1	OphioH327chr_1	666249	667865	+	prediction	963	0				0									no	no
gene_164	1978724	1978978	jgi.p|Ophnu1|1978724	Ophnu1	OphioH327chr_1	668870	670642	-	prediction	967	0				0									no	no
gene_165	1978725	1978979	jgi.p|Ophnu1|1978725	Ophnu1	OphioH327chr_1	675153	676358	-	prediction	971	0				0									no	no
gene_166	1978726	1978980	jgi.p|Ophnu1|1978726	Ophnu1	OphioH327chr_1	677550	678932	+	prediction	977	0				0									no	no
gene_167	1978727	1978981	jgi.p|Ophnu1|1978727	Ophnu1	OphioH327chr_1	679124	681237	-	prediction	981	4	GO:0003677; GO:0003702; GO:0005667; GO:0006352	DNA binding; RNA polymerase II transcription factor activity; transcription factor complex; transcription initiation	biological_process; cellular_component; molecular_function	0									yes	no
gene_168	1978728	1978982	jgi.p|Ophnu1|1978728	Ophnu1	OphioH327chr_1	682604	684262	-	prediction	987	21	GO:0004497; GO:0005506; GO:0006118; GO:0018585; GO:0018586; GO:0018587; GO:0018588; GO:0018589; GO:0018590; GO:0018591; GO:0018592; GO:0018593; GO:0018594; GO:0018595; GO:0018596; GO:0018597; GO:0018598; GO:0018599; GO:0018600; GO:0020037; GO:0043823	2-hydroxyisobutyrate 3-monooxygenase activity; 4-chlorophenoxyacetate monooxygenase activity; 4-nitrocatechol 4-monooxygenase activity; alpha-pinene dehydrogenase activity; alpha-pinene monooxygenase activity; ammonia monooxygenase activity; di-n-butyltin dioxygenase activity; dimethylsilanediol hydroxylase activity; electron transport; fluorene oxygenase activity; heme binding; hydroxymethylsilanetriol oxidase activity; iron ion binding; limonene 8-monooxygenase activity; methyl tertiary butyl ether 3-monooxygenase activity; methylsilanetriol hydroxylase activity; mono-butyltin dioxygenase activity; monooxygenase activity; spheroidene monooxygenase activity; tert-butyl alcohol 2-monooxygenase activity; tri-n-butyltin dioxygenase activity	biological_process; molecular_function	4	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism; Flavonoids, stilbene and lignin biosynthesis; Fluorene degradation; gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics; Biosynthesis of Secondary Metabolites; Carbohydrate Metabolism	METABOLIC	yes	yes
gene_169	1978729	1978983	jgi.p|Ophnu1|1978729	Ophnu1	OphioH327chr_1	695041	699474	+	prediction	993	0				0									no	no
gene_170	1978730	1978984	jgi.p|Ophnu1|1978730	Ophnu1	OphioH327chr_1	700177	701133	+	prediction	997	0				1	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).	\N	\N	\N	\N	\N	no	yes
gene_171	1978731	1978985	jgi.p|Ophnu1|1978731	Ophnu1	OphioH327chr_1	701395	703662	-	prediction	1001	0				0									no	no
gene_172	1978732	1978986	jgi.p|Ophnu1|1978732	Ophnu1	OphioH327chr_1	705026	706150	+	prediction	1007	0				0									no	no
gene_173	1978733	1978987	jgi.p|Ophnu1|1978733	Ophnu1	OphioH327chr_1	706371	706887	-	prediction	1013	1	GO:0006810	transport	biological_process	0									yes	no
gene_174	1978734	1978988	jgi.p|Ophnu1|1978734	Ophnu1	OphioH327chr_1	708709	710126	+	prediction	1019	5	GO:0004553; GO:0004568; GO:0005975; GO:0006032; GO:0008843	carbohydrate metabolic process; chitin catabolic process; chitinase activity; endochitinase activity; hydrolase activity, hydrolyzing O-glycosyl compounds	biological_process; molecular_function	1	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	yes	yes
