# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-B" "-C" "-s" "1" "-t" "exon" "-g" "gene_id" "-a" "/home/alex/dual-rnaseq-elm-fungi/audit/strandedness/ophiostoma.gtf" "-o" "/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/gene_counts/ophiostoma_gene_featurecounts.txt" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/149_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/150_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/151_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/152_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/153_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/154_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/155_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/156_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/157_ophiostoma.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/149_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/150_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/151_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/152_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/153_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/154_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/155_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/156_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/157_ophiostoma.sorted.bam
gene_185	OphioH327chr_1;OphioH327chr_1	745952;748367	748282;748516	-;-	2481	7710	7125	6404	7992	6317	15278	24490	24748	35038
gene_186	OphioH327chr_1	754183	755283	-	1101	558	581	563	334	330	520	959	1418	1588
gene_187	OphioH327chr_1	756892	758379	-	1488	2028	2061	1894	1396	1097	2129	4912	6276	7321
gene_188	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	762457;762688;762949	762618;762895;762989	+;+;+	411	2	3	3	1	0	0	8	15	16
gene_189	OphioH327chr_1;OphioH327chr_1	763691;764750	764667;764801	-;-	1029	367	372	361	236	171	354	558	805	1054
gene_190	OphioH327chr_1	771334	776022	+	4689	1078	1050	825	778	632	1358	1709	1974	2908
gene_191	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	776799;778562;778720;778834	778497;778661;778764;778855	-;-;-;-	1866	1111	1053	1022	1253	969	1863	1995	2430	3416
gene_192	OphioH327chr_1;OphioH327chr_1	780561;781065	780997;781758	-;-	1131	1701	1684	1545	1388	1122	1930	2922	3293	4120
gene_193	OphioH327chr_1;OphioH327chr_1	783615;784965	784901;785069	-;-	1392	383	411	388	337	324	448	686	1176	1165
gene_194	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	786055;786467;786649;786877	786395;786532;786792;786895	-;-;-;-	570	3184	3038	3061	1838	1692	2691	4389	5186	6198
gene_195	OphioH327chr_1	788316	790880	-	2565	229	207	193	221	205	346	280	295	722
gene_196	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	799666;799873;800110	799812;799902;800475	+;+;+	543	2954	2887	2832	1496	1302	2083	3745	4741	6228
gene_197	OphioH327chr_1	801762	802385	+	624	618	646	595	811	633	948	1522	2188	2252
gene_198	OphioH327chr_1;OphioH327chr_1	802605;804566	804508;804761	-;-	2100	813	747	697	788	643	1436	1713	2000	2910
gene_199	OphioH327chr_1	806580	807389	-	810	3893	4034	3565	2013	1727	2877	6933	9345	11163
gene_200	OphioH327chr_1;OphioH327chr_1	807823;808492	808432;808889	+;+	1008	341	288	254	246	199	409	766	752	924
gene_201	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	809066;809520;809903	809431;809837;810031	-;-;-	813	1014	971	835	956	735	1928	2710	2741	4195
gene_202	OphioH327chr_1	812811	817988	+	5178	8470	7838	6985	10505	8661	19297	16916	18969	31032
gene_203	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	819187;819350;820462	819228;820394;820481	+;+;+	1107	3289	3079	2838	2834	2357	4789	7490	9185	12018
gene_204	OphioH327chr_1;OphioH327chr_1	836203;836859	836786;838539	+;+	2265	133	123	112	73	63	193	308	372	877
gene_205	OphioH327chr_1;OphioH327chr_1	840293;843043	840674;844358	-;-	1698	272	249	306	295	239	470	795	888	980
gene_206	OphioH327chr_1;OphioH327chr_1	846144;846239	846177;847872	-;-	1668	1441	1519	1421	1065	935	1356	2199	2840	3506
gene_207	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	848547;848983;851303	848793;851062;852620	+;+;+	3645	5343	4903	4389	4378	3495	7068	9827	12262	17182
gene_208	OphioH327chr_1	852930	853748	-	819	626	811	718	522	433	569	809	1248	1091
gene_209	OphioH327chr_1;OphioH327chr_1	859677;859911	859824;860905	+;+	1143	202	153	161	143	106	320	782	757	1048
gene_210	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	861604;862220;862459	862165;862368;863112	-;-;-	1365	18	12	11	9	9	21	37	35	34
gene_211	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	864823;865536;866106	865456;866045;866185	-;-;-	1224	1606	1512	1421	1099	869	1699	2694	3082	4202
gene_212	OphioH327chr_1;OphioH327chr_1	869877;870102	870037;871191	+;+	1251	1480	1418	1360	1197	919	1980	3056	3393	4668
gene_213	OphioH327chr_1;OphioH327chr_1	871829;873900	873826;874031	-;-	2130	716	756	822	1023	819	1173	1620	2146	2659
gene_214	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	876081;876207;876634	876110;876578;876750	+;+;+	519	1283	1320	1317	2301	2053	2634	2428	3770	3359
gene_215	OphioH327chr_1	877197	877952	-	756	373	352	342	412	360	620	816	1051	1082
gene_216	OphioH327chr_1;OphioH327chr_1	879082;879263	879205;879609	+;+	471	255	269	225	332	240	380	617	896	922
gene_217	OphioH327chr_1	880772	881869	+	1098	281	282	236	320	244	512	607	673	776
gene_218	OphioH327chr_1	882137	884359	-	2223	493	507	470	455	395	508	688	1165	1212
gene_219	OphioH327chr_1;OphioH327chr_1	885401;886139	886074;886277	-;-	813	1	0	1	0	0	0	0	9	0
gene_220	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	888203;888525;888780;889015;889146;889495;890016;891059	888452;888715;888952;889075;889439;889677;891007;891164	-;-;-;-;-;-;-;-	2250	969	850	737	1096	808	1992	2684	2677	3849
gene_221	OphioH327chr_1	893595	895295	-	1701	2473	2460	2252	2600	2026	4012	4895	5858	8567
gene_222	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	896808;897077;897205	897009;897147;897303	+;+;+	372	5188	5072	4577	3591	2935	6411	13424	13493	17437
gene_223	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	897655;897943;898119	897876;898002;898169	-;-;-	333	1310	1151	967	1024	739	1966	4465	4416	5191
gene_224	OphioH327chr_1	901363	903303	+	1941	3770	3645	3228	3141	2615	5645	6773	7478	10128
gene_225	OphioH327chr_1;OphioH327chr_1	903967;904128	904072;904288	+;+	267	1273	1136	1147	1630	1206	2425	3601	4236	4743
gene_226	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	905083;905229;906387	905170;905565;906417	-;-;-	456	4282	4104	3941	5049	4389	7380	8836	11436	13318
gene_227	OphioH327chr_1	906883	907896	+	1014	134	143	115	241	196	381	345	422	672
gene_228	OphioH327chr_1;OphioH327chr_1	911826;913172	912484;913223	-;-	711	1347	1282	1049	1390	1327	2138	2848	3753	4811
gene_229	OphioH327chr_1	921419	923695	+	2277	11917	11194	9848	12410	10151	21835	20741	24708	38846
gene_230	OphioH327chr_1	925191	925898	+	708	228	217	233	234	205	296	435	631	719
gene_231	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	928195;928388;928617;929257;929430;929610	928335;928532;929167;929367;929461;929622	-;-;-;-;-;-	993	10051	9539	9112	6935	5501	10144	13318	16084	21113
gene_232	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	932537;933324;933581	932836;933442;933626	-;-;-	465	2909	2711	2777	2163	1843	2583	4623	6684	7325
gene_233	OphioH327chr_1	934841	935260	+	420	1422	1342	1338	1132	834	1830	2643	2781	3543
gene_234	OphioH327chr_1;OphioH327chr_1	936536;937397	937340;937644	-;-	1053	12378	11074	9903	7213	5467	13028	14598	15443	22171
gene_235	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	940023;940518;940710	940456;940643;940995	-;-;-	846	1275	1119	1070	571	460	1063	2558	2764	3590
gene_236	OphioH327chr_1	945306	946472	+	1167	403	420	416	142	120	207	415	589	715
gene_237	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	950655;950911;951111	950796;950992;952689	+;+;+	1803	2652	2459	2295	2379	2076	4094	6493	7374	11012
gene_238	OphioH327chr_1	953401	954408	-	1008	105	102	80	139	102	208	365	364	388
gene_239	OphioH327chr_1	954995	957424	+	2430	1232	1279	1170	1490	1293	1713	1812	2826	3336
gene_240	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	957870;958481;958603;958820	958421;958546;958763;960428	-;-;-;-	2388	1039	986	854	1437	1136	2653	2523	2682	3838
gene_241	OphioH327chr_1	962313	963683	-	1371	1380	1391	1294	1617	1307	2425	2143	2692	3037
gene_242	OphioH327chr_1;OphioH327chr_1	964775;964978	964915;965052	+;+	216	992	931	1012	2619	2511	3175	834	1403	1291
gene_243	OphioH327chr_1;OphioH327chr_1	966355;966494	966437;967340	+;+	930	8784	8846	8686	15491	11951	20250	10776	14182	16670
gene_244	OphioH327chr_1	967657	969306	-	1650	295	274	291	445	400	609	695	764	939
gene_245	OphioH327chr_1;OphioH327chr_1	969779;970337	970275;970391	+;+	552	588	545	591	488	375	696	1823	2235	2496
gene_246	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	975288;975505;976135	975390;975830;977481	+;+;+	1776	6057	5677	5122	10554	8071	18087	20340	22032	30007
gene_247	OphioH327chr_1;OphioH327chr_1	978195;979127	979065;979179	-;-	924	154	158	155	155	124	237	390	557	597
gene_248	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	980284;980482;980575;981269	980414;980517;980808;981314	-;-;-;-	447	598	515	560	625	568	622	1186	2015	1789
gene_249	OphioH327chr_1;OphioH327chr_1	982098;982317	982242;983887	+;+	1716	774	713	652	917	703	1546	1694	2026	2471
gene_250	OphioH327chr_1;OphioH327chr_1	984446;984699	984639;984747	-;-	243	3644	3610	3618	6549	5272	7976	8727	12274	13118
gene_251	OphioH327chr_1	986670	988103	-	1434	314	315	328	219	187	414	552	755	987
gene_252	OphioH327chr_1	988808	989452	+	645	275	279	247	317	266	351	384	523	528
gene_253	OphioH327chr_1	993198	994796	-	1599	2107	1935	1861	2764	2195	4011	4137	5339	6507
gene_254	OphioH327chr_1;OphioH327chr_1	1004841;1007681	1007627;1008817	-;-	3924	7	1	5	8	3	0	14	7	17
gene_255	OphioH327chr_1	1009359	1010630	-	1272	8	22	21	11	12	1	26	40	57
gene_256	OphioH327chr_1	1014423	1015898	-	1476	109	124	136	56	69	65	131	256	210
gene_257	OphioH327chr_1	1016529	1017950	-	1422	1137	1139	1210	1171	951	1263	1808	2735	2761
gene_258	OphioH327chr_1	1018849	1019451	-	603	10748	11719	12361	12626	10805	15342	22757	31708	31862
gene_259	OphioH327chr_1	1024991	1025455	+	465	464	383	395	729	542	1331	1785	1817	2348
gene_260	OphioH327chr_1;OphioH327chr_1	1025608;1026412	1026320;1028206	-;-	2508	3099	3152	3130	2231	1832	2907	6789	9699	11370
gene_261	OphioH327chr_1	1038833	1040926	+	2094	843	862	994	463	452	581	1242	1797	1914
gene_262	OphioH327chr_1;OphioH327chr_1	1041661;1042433	1042359;1042792	-;-	1059	660	672	715	642	517	904	1481	1959	2140
gene_263	OphioH327chr_1;OphioH327chr_1	1044186;1044258	1044188;1044689	+;+	435	511	526	580	656	525	733	936	1489	1399
gene_264	OphioH327chr_1;OphioH327chr_1	1045079;1047378	1045854;1047804	-;-	1203	42	41	37	102	57	116	121	145	164
gene_265	OphioH327chr_1	1049009	1051759	-	2751	451	451	450	309	323	343	492	753	880
gene_266	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1052256;1052401;1052490;1052672	1052317;1052432;1052554;1052749	+;+;+;+	237	312	315	284	531	356	1026	1144	1149	1540
gene_267	OphioH327chr_1	1053063	1053986	+	924	588	734	775	895	744	864	962	1613	1414
gene_268	OphioH327chr_1;OphioH327chr_1	1054305;1055425	1055358;1055456	-;-	1086	1643	1789	1676	2772	2243	3923	2691	3483	4406
gene_269	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1056726;1063089;1063262;1063709;1063896;1064672	1061545;1063162;1063661;1063775;1064610;1064697	-;-;-;-;-;-	6102	62	77	88	107	95	101	101	234	288
gene_270	OphioH327chr_1;OphioH327chr_1	1066186;1066526	1066461;1067701	+;+	1452	0	2	2	0	0	0	1	3	1
gene_271	OphioH327chr_1;OphioH327chr_1	1067881;1068191	1068115;1068261	-;-	306	114	110	117	85	58	185	331	308	430
gene_272	OphioH327chr_1;OphioH327chr_1	1075605;1079159	1076081;1081009	+;+	2328	1746	1555	1382	869	746	1554	2832	3184	4342
gene_273	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1087044;1087110;1087352	1087059;1087279;1087681	-;-;-	516	1051	989	887	938	799	1539	2800	3110	3699
gene_274	OphioH327chr_1;OphioH327chr_1	1088738;1089434	1089382;1090540	+;+	1752	731	702	691	783	783	1248	1429	1855	2213
gene_275	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1091077;1092947;1094027	1092508;1092979;1094040	-;-;-	1479	41441	40976	36989	23916	19137	34245	49192	63445	83144
gene_276	OphioH327chr_1	1097298	1098623	+	1326	313	298	344	376	304	493	650	909	968
gene_277	OphioH327chr_1;OphioH327chr_1	1098873;1099729	1099672;1100446	-;-	1518	506	485	463	330	291	527	823	915	1132
gene_278	OphioH327chr_1	1101632	1103743	+	2112	4683	5046	5197	2427	2274	2572	2516	4164	4084
gene_279	OphioH327chr_1	1103985	1104665	-	681	209	163	198	242	189	233	433	551	575
gene_280	OphioH327chr_1	1105370	1106248	+	879	205	258	263	340	324	380	484	771	625
gene_281	OphioH327chr_1	1106478	1107560	-	1083	991	1006	1022	1280	1212	1650	1639	2193	2319
gene_282	OphioH327chr_1	1108395	1109555	-	1161	146	138	120	168	170	347	369	389	508
gene_283	OphioH327chr_1	1110466	1112061	-	1596	141	149	119	158	122	248	707	826	1156
gene_284	OphioH327chr_1;OphioH327chr_1	1117265;1121148	1120988;1122553	-;-	5130	1421	1274	1170	931	748	1874	2955	3168	4722
gene_285	OphioH327chr_1	1127831	1128973	+	1143	80	86	62	172	140	384	444	484	670
gene_286	OphioH327chr_1	1128974	1131319	-	2346	605	579	509	570	478	1259	1612	1632	2668
gene_287	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1137167;1137311;1137672;1137930	1137247;1137613;1137759;1138312	+;+;+;+	855	46	40	36	54	37	56	78	116	172
gene_288	OphioH327chr_1;OphioH327chr_1	1138697;1139912	1139855;1139919	-;-	1167	245	294	301	49	48	58	153	174	180
gene_289	OphioH327chr_1	1143316	1144596	+	1281	562	654	722	248	234	290	677	1139	1162
gene_290	OphioH327chr_1;OphioH327chr_1	1144726;1146799	1146693;1146834	-;-	2004	1336	1357	1355	1502	1249	1940	2689	3659	4219
gene_291	OphioH327chr_1	1148594	1149382	+	789	932	929	1009	518	399	522	1171	1751	2006
gene_292	OphioH327chr_1;OphioH327chr_1	1149750;1150609	1150548;1150646	-;-	837	1507	1483	1462	929	757	1167	2077	2852	3671
gene_293	OphioH327chr_1	1151491	1151880	+	390	1341	1230	1208	1361	940	2367	3925	3905	4761
gene_294	OphioH327chr_1	1152456	1154951	-	2496	367	334	360	218	188	298	606	674	1009
gene_295	OphioH327chr_1;OphioH327chr_1	1155464;1159981	1159914;1160149	-;-	4620	581	649	580	410	404	436	728	1117	1349
gene_296	OphioH327chr_1	1160914	1162677	+	1764	732	684	630	587	438	1343	2535	2436	3559
gene_297	OphioH327chr_1	1162947	1164986	-	2040	250	253	275	369	332	506	787	1256	1435
gene_298	OphioH327chr_1;OphioH327chr_1	1165897;1165972	1165923;1167144	-;-	1200	154	171	180	156	142	155	319	503	492
gene_299	OphioH327chr_1;OphioH327chr_1	1168561;1169109	1169049;1169135	-;-	516	505	502	472	505	422	769	1431	1570	2002
gene_300	OphioH327chr_1	1171977	1177571	+	5595	632	672	643	560	430	649	840	1303	1615
gene_301	OphioH327chr_1	1178143	1178973	-	831	88	92	101	155	105	144	189	277	233
gene_302	OphioH327chr_1	1179401	1180633	-	1233	208	189	172	389	384	546	415	494	529
gene_303	OphioH327chr_1;OphioH327chr_1	1181787;1182106	1182049;1182475	-;-	633	783	729	738	767	611	1030	1370	1873	2098
gene_304	OphioH327chr_1;OphioH327chr_1	1183226;1183375	1183308;1183600	-;-	309	3609	3453	3152	2384	1973	3731	6746	8932	9749
gene_305	OphioH327chr_1;OphioH327chr_1	1184283;1185245	1185190;1185587	+;+	1251	1520	1426	1450	2572	2383	4100	5886	7525	9362
gene_306	OphioH327chr_1;OphioH327chr_1	1189771;1189936	1189879;1191296	+;+	1470	2478	2647	2502	2628	2278	4031	5047	6492	8018
gene_307	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1191665;1193154;1193787	1193071;1193443;1193892	-;-;-	1803	562	573	629	472	438	519	583	832	946
gene_308	OphioH327chr_1	1193960	1195138	+	1179	200	194	239	142	131	106	227	419	299
gene_309	OphioH327chr_1;OphioH327chr_1	1195302;1196326	1196269;1196437	-;-	1080	554	579	546	628	519	890	1007	1379	1523
gene_310	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1197459;1197717;1198140;1198456	1197665;1197824;1198404;1198727	+;+;+;+	852	556	495	513	540	368	694	1361	1604	1552
gene_311	OphioH327chr_1;OphioH327chr_1	1198964;1199928	1199869;1200287	-;-	1266	545	558	625	267	227	346	901	1245	1202
gene_312	OphioH327chr_1	1201272	1201820	-	549	95	82	47	130	70	237	369	391	491
gene_313	OphioH327chr_1	1204822	1206084	+	1263	493	478	493	427	338	651	697	864	1397
gene_314	OphioH327chr_1	1209730	1211424	+	1695	712	645	598	597	489	1045	1659	1854	2358
gene_315	OphioH327chr_1;OphioH327chr_1	1212133;1212252	1212189;1213052	+;+	858	748	776	781	467	392	525	953	1657	1535
gene_316	OphioH327chr_1	1213237	1214979	-	1743	382	443	398	461	399	475	734	1155	1226
gene_317	OphioH327chr_1;OphioH327chr_1	1215483;1215963	1215908;1216535	+;+	999	455	465	429	474	350	617	1062	1355	1543
gene_318	OphioH327chr_1	1216805	1220908	-	4104	105	117	107	157	183	184	197	297	415
gene_319	OphioH327chr_1;OphioH327chr_1	1221414;1221642	1221587;1221986	+;+	519	364	342	362	335	259	423	952	1167	1399
gene_320	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1224650;1225327;1225542	1224964;1225481;1226433	+;+;+	1362	4157	4357	4565	3163	2828	3330	8593	14786	14608
gene_321	OphioH327chr_1;OphioH327chr_1	1226816;1227489	1227426;1233462	-;-	6585	3432	3376	3079	2266	2049	3554	4028	5622	8263
gene_322	OphioH327chr_1	1235061	1239296	+	4236	1804	1874	1860	1317	1242	2009	2053	2725	3886
gene_323	OphioH327chr_1;OphioH327chr_1	1240842;1241026	1240958;1243164	+;+	2256	333	323	314	677	545	1255	1382	1473	2205
gene_324	OphioH327chr_1	1243468	1245876	-	2409	891	834	678	740	600	1321	2049	2195	3375
gene_325	OphioH327chr_1;OphioH327chr_1	1246822;1247604	1247548;1247722	-;-	846	439	443	427	529	504	930	893	1215	1470
gene_326	OphioH327chr_1;OphioH327chr_1	1248075;1249506	1249441;1249551	-;-	1413	1867	1655	1518	2092	1711	4006	3936	3584	5485
gene_327	OphioH327chr_1;OphioH327chr_1	1252407;1252518	1252440;1252984	+;+	501	3095	2850	2833	1439	1250	1993	2604	3749	4125
gene_328	OphioH327chr_1;OphioH327chr_1	1273113;1274341	1274208;1275917	+;+	2673	3864	3677	3317	3036	2633	5636	6072	7026	10338
gene_329	OphioH327chr_1	1277550	1278527	-	978	285	255	283	375	343	405	1594	2443	2498
gene_330	OphioH327chr_1	1280926	1282182	+	1257	79	100	76	127	87	153	400	537	595
gene_331	OphioH327chr_1;OphioH327chr_1	1282842;1283730	1283597;1283894	-;-	921	4885	4536	4140	1503	1232	2489	3336	3682	5151
gene_332	OphioH327chr_1	1286833	1288650	+	1818	601	624	562	464	377	668	1078	1343	1657
gene_333	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1289098;1290731;1293962	1290647;1293829;1294094	-;-;-	4782	2498	2318	2023	3717	3126	6900	6617	7114	10800
gene_334	OphioH327chr_1	1297000	1298718	-	1719	1008	1028	976	871	699	1235	1541	1995	2496
gene_335	OphioH327chr_1	1299439	1301241	-	1803	2105	1916	1838	1515	1210	2208	3638	4538	5760
gene_336	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1302617;1306522;1307146	1304006;1307077;1307158	-;-;-	1959	281	253	241	358	313	524	711	988	1046
gene_337	OphioH327chr_1;OphioH327chr_1	1309635;1314898	1312004;1314918	+;+	2391	585	486	430	1051	852	2123	2258	1995	3186
gene_338	OphioH327chr_1;OphioH327chr_1	1317185;1317810	1317644;1318585	+;+	1236	398	379	352	507	355	802	672	815	1421
gene_339	OphioH327chr_1;OphioH327chr_1	1324389;1325855	1325772;1326459	+;+	1989	1329	1444	1267	1253	892	1832	2687	3142	3967
gene_340	OphioH327chr_1;OphioH327chr_1	1327542;1328053	1327982;1328769	+;+	1158	239	210	216	363	272	797	1210	1199	1607
gene_341	OphioH327chr_1;OphioH327chr_1	1332088;1332503	1332437;1335320	+;+	3168	2520	2404	2245	1584	1228	2597	3279	3887	5285
gene_342	OphioH327chr_1	1335993	1336964	+	972	968	979	958	849	816	891	1246	2177	2039
gene_343	OphioH327chr_1;OphioH327chr_1	1337651;1337916	1337805;1339626	+;+	1866	477	468	450	415	333	616	665	823	1195
gene_344	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1339780;1341121;1343685	1341062;1343614;1343759	-;-;-	3852	1159	1146	1036	793	618	1323	2294	2978	4213
gene_345	OphioH327chr_1;OphioH327chr_1	1344541;1346696	1346641;1347495	+;+	2901	3205	3062	2651	3350	2759	5557	5512	6533	9030
gene_346	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1350139;1350337;1351200;1351405	1350269;1351148;1351337;1352549	-;-;-;-	2226	0	0	0	0	0	6	7	1	0
gene_347	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1361689;1361826;1361982	1361756;1361928;1362128	-;-;-	318	743	665	703	426	438	887	2000	2212	2427
gene_348	OphioH327chr_1;OphioH327chr_1	1362536;1363723	1363654;1363815	-;-	1212	995	961	878	920	807	1531	1921	2106	2658
gene_349	OphioH327chr_1	1364353	1365894	+	1542	1228	1272	1292	1246	1155	1736	1984	2677	3090
gene_350	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1366303;1368706;1370203	1368608;1370143;1370301	-;-;-	3843	577	531	491	319	276	619	1471	1279	2221
gene_351	OphioH327chr_1;OphioH327chr_1	1372251;1372981	1372921;1373311	-;-	1002	1784	1464	1328	1439	1005	2620	3812	3890	5607
gene_352	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1375234;1375345;1375504;1375807;1376130;1376962	1375264;1375430;1375738;1376052;1376879;1377293	+;+;+;+;+;+	1680	5575	5422	4751	5562	4330	10729	12998	12825	17843
gene_353	OphioH327chr_1;OphioH327chr_1	1378442;1378669	1378615;1379010	-;-	516	416	355	361	305	256	539	746	1023	1288
gene_354	OphioH327chr_1	1379370	1380314	+	945	413	416	343	444	336	707	1011	1173	1141
gene_355	OphioH327chr_1;OphioH327chr_1	1381057;1381808	1381752;1382659	+;+	1548	950	859	865	896	777	1462	1898	2434	3101
gene_356	OphioH327chr_1;OphioH327chr_1	1383144;1383427	1383376;1383460	-;-	267	1959	1681	1556	1411	1075	2398	4095	4467	6206
gene_357	OphioH327chr_1;OphioH327chr_1	1384348;1384644	1384578;1387037	+;+	2625	557	524	506	745	556	1182	1157	1208	1667
gene_358	OphioH327chr_1;OphioH327chr_1	1387313;1387488	1387416;1388475	-;-	1092	1310	1186	1263	1249	1102	1604	2476	3238	3946
gene_359	OphioH327chr_1	1389292	1390974	-	1683	150	158	153	172	165	193	247	318	396
gene_360	OphioH327chr_1	1392269	1394473	-	2205	730	724	614	1160	925	1559	1429	1687	2346
gene_361	OphioH327chr_1;OphioH327chr_1	1395834;1395945	1395863;1397939	+;+	2025	3885	3673	3415	3014	2366	4685	6408	8008	10734
gene_362	OphioH327chr_1;OphioH327chr_1	1398888;1403049	1402955;1403096	-;-	4116	1454	1401	1241	1750	1536	2586	1985	2743	3868
gene_363	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1405553;1406115;1406254;1406462;1406807;1407009	1406063;1406190;1406395;1406742;1406932;1407663	+;+;+;+;+;+	1791	151	146	121	276	198	456	717	681	993
gene_364	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1408460;1408609;1409412	1408528;1409304;1409462	+;+;+	816	906	786	688	627	494	1188	3142	3532	4331
gene_365	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1409972;1410211;1410301	1409980;1410250;1410545	+;+;+	294	5006	4400	4280	4286	3401	7585	14548	15556	17803
gene_366	OphioH327chr_1;OphioH327chr_1	1411268;1411572	1411420;1413254	+;+	1836	843	849	728	1167	956	1849	2715	2957	4032
gene_367	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1413479;1416170;1416346	1416113;1416282;1416363	-;-;-	2766	638	604	549	1057	838	1389	1610	2049	2437
gene_368	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1417261;1417557;1417815;1418189	1417365;1417719;1418125;1418767	+;+;+;+	1158	3425	2892	2781	1348	1041	2536	4677	5223	8181
gene_369	OphioH327chr_1;OphioH327chr_1	1419608;1421022	1420943;1421248	-;-	1563	1101	1015	988	1155	930	1948	2567	2953	3587
gene_370	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	1424341;1424522;1424744;1427907	1424455;1424669;1427841;1428016	+;+;+;+	3471	10436	9542	8399	9582	7601	19814	19602	18143	30548
gene_371	OphioH327chr_1;OphioH327chr_1	1428684;1428989	1428908;1429615	+;+	852	330	346	289	448	326	823	846	848	1001
gene_372	OphioH327chr_1;OphioH327chr_1	1430099;1430990	1430923;1431292	-;-	1128	1308	1297	1156	828	629	1350	2178	2403	2995
